"pdfNumber","pdfQuestion","pdfAnswer"
"185","Señale la afirmación correcta, referida a los elementos de un servicio de","transporte calificados como atractivos: Producen en el cliente una impresión de alto nivel de calidad."
"186","Para conseguir la satisfacción del cliente en un servicio de transporte es imprescindible cumplir perfectamente:","con sus elementos básicos."
"187","Al valorar la calidad de un servicio de transporte, los clientes:","solo tienen en cuenta las manifestaciones del mismo con las que están más en contacto."
"188","¿A qué se llama ""evidencias de servicio"" en el marco de un modelo de gestión de la calidad de un servicio?","A los puntos de contacto del cliente con el servicio."
"189","En el marco de un modelo de gestión de la calidad de un servicio, a los puntos de contacto del cliente con el servicio se los denomina:","evidencias de servicio."
"193","¿Con qué interlocutores internos se relaciona un conductor de una empresa grande?","• Con el jefe de tráfico. • Con el personal de taller. • Con el personal de administración. • Todas las respuestas son correctas."
"194","¿Debe ocuparse un conductor de autobús de dar atención e información a los viajeros?","Sí."
"195","¿Cuándo se debe hace la limpieza de un vehículo que se dedica al transporte de productos alimenticios?","Entre carga y carga si el vehículo se usa para transportar alimentos de distinto tipo."
"196","¿Qué tipo de productos se pueden utilizar para limpiar un vehículo dedicado al transporte de alimentos?","Productos autorizados para uso alimentario, salvo que se transporten alimentos envasados y embalados."
"197","¿Quién puede llevar a cabo la limpieza de un vehículo dedicado al transporte de alimentos?","La propia empresa, pero debe disponer de documentos que acrediten que los productos utilizados son adecuados."
"198","¿Qué fuentes de información suelen intervenir en la formación de la imagen de marca en una persona?","• Los medios de comunicación. • Su experiencia personal anterior. • Las relaciones interpersonales. • Todas las respuestas son correctas."
"199","Se entiende por conducción eficiente la que:","• reduce el consumo de combustible. • reduce las emisiones contaminantes. • Las respuestas A y C son correctas."
"200","La conducción eficiente:","aumenta la seguridad."
"201","¿Qué se entiende por ""calidad producida"" de un servicio de transporte?","El nivel de calidad alcanzado por la empresa en sus operaciones."
"202","¿Qué se entiende por ""calidad percibida"" de un servicio de transporte?","El nivel de calidad que perciben los clientes."
"203","¿Qué afirmación de las siguientes es correcta referida a la calidad percibida?","• Tiene un grado elevado de subjetividad. • Depende de experiencias previas del cliente. • Las respuestas A y C son correctas."
"206","¿Qué se quiere significar, en el marco de un modelo de gestión de la calidad, al decir que un servicio de transporte se caracteriza por su inseparabilidad?","Que su producción por la empresa es inseparable de su consumo por el cliente."
"207","¿Qué se quiere significar, en el marco de un modelo de gestión de la calidad, al decir que un servicio de transporte se caracteriza por su intangibilidad?","Que no se puede medir con facilidad antes de prestarlo efectivamente."
"208","¿Qué funciones tienen encomendadas las Juntas Arbitrales del Transporte?","• Resolver las controversias de carácter mercantil surgidas en relación con el cumplimiento de los contratos de transporte. • En determinados supuestos, acordar el depósito de mercancías transportadas. • En determinados supuestos, acordar la enajenación de mercancías transportadas. • Todas las respuestas son correctas."
"209","¿Qué funciones tienen encomendadas las Juntas Arbitrales del Transporte?","• En determinados supuestos, realizar peritaciones. • En determinados supuestos, acordar el depósito de mercancías transportadas. • En determinados supuestos, acordar la enajenación de mercancías transportadas. • Todas las respuestas son correctas."
"210","¿En qué casos prevé la normativa que las Juntas Arbitrales del Transporte efectúen peritaciones?","Cuando lo soliciten las partes por no ponerse de acuerdo sobre el estado de las mercancías en el momento de la entrega."
"211","¿En qué casos prevé la normativa que las Juntas Arbitrales del Transporte acuerden el depósito de mercancías?","Cuando lo solicite el transportista ante impedimentos para realizar el transporte en las condiciones acordadas y a falta de nuevas instrucciones del cargador."
"212","¿En qué casos prevé la normativa que las Juntas Arbitrales del Transporte acuerden el depósito de mercancías?","Cuando lo solicite el transportista ante impedimentos para efectuar la entrega en las condiciones acordadas y a falta de nuevas instrucciones del cargador."
"213","¿En qué casos prevé la normativa que las Juntas Arbitrales del Transporte acuerden el depósito de mercancías?","A solicitud del transportista, cuando éste retenga la mercancía porque el obligado al pago del precio del transporte se niegue a pagar."
"214","¿En qué casos prevé la normativa que las Juntas Arbitrales del Transporte acuerden el depósito de mercancías?","• A solicitud del transportista, cuando éste retenga la mercancía porque el obligado al pago del precio del transporte se niegue a pagar. • A solicitud del transportista, cuando éste retenga la mercancía porque el obligado al pago de los gastos del transporte se niegue a pagar. • Las respuestas A y B son correctas."
"215","¿En qué casos prevé la normativa que las Juntas Arbitrales del Transporte acuerden el depósito de mercancías?","• solicitud del transportista, cuando éste retenga la mercancía porque el obligado al pago del precio del transporte se niegue a pagar. • Cuando lo solicite el transportista ante impedimentos para efectuar la entrega en las condiciones acordadas y a falta de nuevas instrucciones del cargador. • Cuando lo solicite el transportista ante impedimentos para realizar el transporte en las condiciones acordadas y a falta de nuevas instrucciones del cargador. • Todas las respuestas son correctas."
"216","¿Qué funciones tienen encomendadas las Juntas Arbitrales del Transporte?","• En determinados supuestos, efectuar peritaciones. • En determinados supuestos, acordar la enajenación de mercancías transportadas. • Las respuestas B y C son correctas."
"217","Salvo pacto previo de sumisión a una Junta concreta, ¿qué Junta Arbitral puede elegir el demandante para la resolución de una controversia?","La que sea competente en su residencia habitual, cuando se trate de un consumidor o usuario."
"218","¿Qué Junta Arbitral puede elegir el demandado para la resolución de una controversia?","El demandado nunca puede elegir unilateralmente la Junta."
"219","¿En qué casos puede elegir Junta Arbitral el demandante para la resolución de una controversia?","Cuando no haya pacto previo de sumisión a una Junta concreta, podrá elegir entre las opciones que ofrece la legislación."
"220","¿En qué casos puede elegir Junta Arbitral el demandado para la resolución de una controversia?","Nunca."
"221","Cuando no se haya pactado una Junta Arbitral para resolución de las controversias que puedan surgir en la ejecución de un contrato de transporte:","la Junta será elegida por el demandante entre las opciones que le ofrece la legislación."
"222","Las Juntas Arbitrales del Transporte ejercen sus funciones en relación con:","transportes terrestres."
"223","Las Juntas Arbitrales del Transporte ejercen sus funciones en relación con:","transportes efectuados en virtud de un único contrato por más de un modo siempre que uno de ellos sea terrestre."
"224","Las Juntas Arbitrales del Transporte ejercen sus funciones en relación con:","• transportes por carretera. • transportes por ferrocarril. • Las respuestas B y C son correctas."
