"pdfNumber","pdfQuestion","similarity","packId","packQuestion","pdfAnswer","packAnswer","conflictType","conflictReason"
"165","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","• Según la Ley de Contrato de Seguro, el plazo máximo para que el tomador comunique al asegurador el acaecimiento de un siniestro es de 20 días. • La declaración amistosa de accidentes debe ser entregada por un agente del orden. • La declaración amistosa de accidentes debe ser firmada por un agente del orden. • Todas las respuestas anteriores son incorrectas.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"166","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","Es fundamental que la declaración amistosa de accidente esté firmada por ambos conductores.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"167","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","La utilización de la declaración amistosa reduce el plazo para el pago de las reparaciones.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"179","¿Cuántos extintores debe llevar obligatoriamente un vehículo autotaxi de 7 plazas, incluido el conductor?","0.8783","q_51f1b232","¿Cuántos extintores debe llevar obligatoriamente un vehículo auto-taxi de menos de nueve plazas, incluido el conductor?","Ninguno.","Uno.","NEEDS_REVIEW","q_sim=0.8783_ans_sim=0.43"
"209","Según la Ley de responsabilidad civil y seguro en la circulación de vehículos a motor, la cobertura del seguro de suscripción obligatoria no alcanzará a los daños materiales ocasionados a:","1","q_3b640446","Según la Ley de responsabilidad civil y seguro en la circulación de vehículos a motor, la cobertura del seguro de suscripción obligatoria no alcanzará a los daños materiales  ocasionados a:","los bienes de los que sea titular el propietario del vehículo causante del accidente.","las mercancías transportadas en régimen de transporte privado particular.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.26"
"216","En caso de que haya un motorista accidentado, ¿qué no se debe hacer?","1","q_85f7108f","En caso de que haya un motorista accidentado, ¿qué no se debe hacer?","Quitarle el casco.","Moverlo en caso de peligro de atropello.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.21"
"225","¿Quién tiene la obligación legal de actuar ante un accidente de tráfico?","1","q_6a7960de","¿Quién tiene la obligación legal de actuar ante un accidente de tráfico?","• Los conductores implicados en el accidente. • Los usuarios de la vía implicados en el accidente. • Los agentes de tráfico. • Todas las respuestas anteriores son correctas.","Los conductores implicados en el accidente.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"231","¿Qué datos se deben obtener en el escenario del accidente?","1","q_5cf726eb","¿Qué datos se deben obtener en el escenario del accidente?","• Datos de la matrícula. • Datos del permiso de circulación. • Datos de la compañía de seguros. • Todas las respuestas anteriores son correctas.","Tomar datos de la matrícula.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"232","En caso de que el motor de alguno de los vehículos implicados en un accidente continúe en marcha, ¿qué se deberá hacer?","1","q_a0e0bcb6","En caso de que el motor de alguno de los vehículos implicados en un accidente continúe en marcha, ¿qué se deberá hacer?","Desconectar inmediatamente el contacto.","Desconectar el vehículo sólo cuando llegue la policía.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.38"
"238","¿A qué tipo de heridos se recomienda dar de beber agua en pequeños sorbos?","0.8889","q_9b1607a7","¿A qué tipo de heridos se puede dar de beber agua en pequeños sorbos?","A los que tienen quemaduras graves.","Quemaduras graves.","NEEDS_REVIEW","q_sim=0.8889_ans_sim=0.50"
"274","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","La declaración amistosa de accidente agiliza la tramitación y pago de los siniestros.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"275","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","• La declaración amistosa de accidente hace que disminuyan los atascos de tráfico. • La declaración amistosa de accidente es válida, aunque no se tenga suscrito el seguro de responsabilidad civil obligatorio. • Según la Ley de Contrato de Seguro, el plazo máximo para que el tomador comunique al asegurador el acaecimiento de un siniestro es de 20 días. • Todas las respuestas anteriores son incorrectas.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"276","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","La declaración amistosa de accidente debe ser firmada por los dos conductores implicados.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"280","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","• La declaración amistosa de accidentes consigue mayores indemnizaciones. • La declaración amistosa de accidentes hace que disminuya el consumo de los vehículos. • La declaración amistosa de accidentes hace que disminuya el número de siniestros de vehículos. • Todas las afirmaciones anteriores son incorrectas.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"305","En el caso de que se haya producido una avería del autobús y sea necesario un trasbordo:","1","q_d064c4ab","En el caso de que se haya producido una avería del autobús y sea necesario un trasbordo :","los pasajeros, en caso de descender del vehículo, permanecerán fuera de la calzada.","el conductor permitirá la bajada de los pasajeros mientras intenta solucionar el incidente.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.20"
"3","¿Cuál debe de ser la actuación del conductor de una empresa de transportes en las inspecciones llevadas a cabo en carretera?","1","q_d418535e","¿Cuál debe de ser la actuación del conductor de una empresa de transportes en las inspecciones llevadas a cabo en carretera?","• Facilitar la inspección del vehículo y sus aparatos de control. • Facilitar la inspección de la carga o pasaje transportado. • Facilitar el examen de los documentos y facturas relacionadas con el transporte. • Todas las respuestas son correctas.","Facilitar la inspección del vehículo y sus aparatos de control.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.26"
"4","En relación con la atención al cliente, ¿cuál de estas afirmaciones es correcta?","1","q_70e07174","En relación con la atención al cliente, ¿cuál de estas afirmaciones es correcta?","Se debe evitar interrumpir.","Mientras que se atiende al cliente, se puede uno distraer.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.27"
"5","¿Cuál de estas afirmaciones es correcta?","1","q_3a8649e2","¿Cuál de estas afirmaciones es correcta?","• Son necesarias hojas de registro en el caso de tacógrafo analógico. • Es necesario papel para impresión en el tacógrafo digital. • Las respuestas A y C son correctas.","El accidente ""in itinere"" es el ocurrido en los desplazamientos de ida y vuelta al domicilio del trabajador.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.27"
"8","¿Qué se puede decir de la marca?","0.8333","q_cfa96552","¿Qué puede decirse de la ""marca""?","Permite diferenciar los servicios respecto a los competidores.","Representa fundamentalmente una promesa de insatisfacción para los consumidores.","NEEDS_REVIEW","q_sim=0.8333_ans_sim=0.39"
"17","Según la normativa española, en las inspecciones llevadas a cabo en carretera, ¿quién tendrá la consideración de representante de la empresa en relación con la documentación relativa al transporte que existe obligación de llevar a bordo del vehículo?","0.9919","q_fa3e9e7a","Según la normativa española, en las inspecciones llevadas a cabo en carretera, ¿quién tendrá la consideración de representante de la empresa en relación con la documentación relativa al transporte y que existe obligación de llevar a bordo del vehículo?","El conductor.","El empresario.","REAL_ANSWER_CONFLICT","q_sim=0.9919_ans_sim=0.23"
"22","¿En qué consiste la conducción preventiva?","0.9512","q_c491bdcb","¿En qué consiste una conducción preventiva?","En ser consciente de los riesgos y anticiparse a posibles situaciones de peligro.","El aprendizaje necesario hasta obtener el carné de conducir.","REAL_ANSWER_CONFLICT","q_sim=0.9512_ans_sim=0.33"
"49","¿Qué se conoce como empatía en un profesional de una empresa de transporte?","0.9865","q_d9fad63e","¿Qué se conoce como empatía en un profesional de una empresa de transportes?","La voluntad de comprender y satisfacer las necesidades del cliente.","La demostración de la volunta","REAL_ANSWER_CONFLICT","q_sim=0.9865_ans_sim=0.26"
"50","¿Qué aspectos debe cuidar básicamente una empresa de transporte en sus instalaciones y vehículos?","0.8737","q_91eac03e","¿Qué aspectos debe cuidar básicamente una empresa de transporte en sus instalaciones?","Su conservación y limpieza.","La apariencia física y la atmósfera profesional.","NEEDS_REVIEW","q_sim=0.8737_ans_sim=0.26"
"53","En un transporte de calidad, ¿el cuidado de qué elementos tangibles es más importante?","0.9518","q_886175aa","En un transporte de calidad, ¿el cuidado de qué elementos tangibles es importante?","El de los vehículos.","El material informativo y de comunicación con los clientes.","REAL_ANSWER_CONFLICT","q_sim=0.9518_ans_sim=0.22"
"64","¿Cuál es una conducta adecuada en el trato con el cliente de una empresa de transporte?","0.8588","q_a1c9ee88","¿Cuál es una idea básica en el trato con el cliente de una empresa de transporte?","• La cortesía. • La accesibilidad. • El lenguaje claro. • Todas las respuestas anteriores son correctas.","La cortesía.","NEEDS_REVIEW","q_sim=0.8588_ans_sim=0.11"
"65","¿Cuál es una infracción que puede dar lugar a la inmovilización del vehículo en los controles de carretera?","1","q_e61828ca","¿Cuál es una infracción que puede dar lugar a la inmovilización del vehículo en los controles de carretera?","• Falta de autorización de transporte. • Manipulación del limitador de velocidad. • Manipulación del tacógrafo. • Todas las respuestas anteriores son correctas.","Falta de tarjeta de transporte.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.17"
"73","¿En qué se fundamenta la conducción preventiva?","1","q_794b102f","¿En qué se fundamenta la conducción preventiva?","• En pensar de forma desconfiada al acercarse a una intersección. • En estar preparado para reaccionar en menos tiempo. • En controlar el espacio. • Todas las respuestas anteriores son correctas.","Todas las respuestas anteriores son verdaderas.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"98","¿Qué parte de un autobús es imprescindible que esté en buenas condiciones al ser inspeccionado?","0.9688","q_34cd8c5c","¿Qué parte de un autobús no es imprescindible que esté en buenas condiciones al ser inspeccionado?","• Los dispositivos de señalización de paradas o aviso al conductor. • El cierre seguro de las puertas. • Los escalones de entrada. • Todas las respuestas son correctas.","Las mesitas para comer en el pasillo central.","REAL_ANSWER_CONFLICT","q_sim=0.9688_ans_sim=0.22"
"123","Para controlar el espacio con el vehículo de delante, es necesario:","1","q_2cd94761","Para controlar el espacio con el vehículo de delante es necesario:","dejar una distancia de, al menos, 2 o 3 segundos, que dé tiempo para reaccionar.","acercarse lo suficiente como para aprovecharnos del rebufo y así hacer una conducción económica.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"125","¿En qué se fundamenta la conducción preventiva?","1","q_794b102f","¿En qué se fundamenta la conducción preventiva?","En hacer consciente al conductor de los riesgos.","Todas las respuestas anteriores son verdaderas.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"126","¿Qué hay que hacer al tratar con un cliente enojado?","1","q_7d087b8a","¿Qué hay que hacer al tratar con un cliente enojado?","• Ver más allá de las formas provocadas por el enojo. • No ponerse a la defensiva y mantener la calma. • Intentar calmar el enojo. • Todas las respuestas son correctas.","Ver más allá de las formas provocadas por el enojo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.30"
"131","De las siguientes opciones, ¿cuál no puede considerarse que sea una función del conductor de autobús?","1","q_38ab2260","De las siguientes opciones, ¿cuál no puede considerarse que sea una función del conductor de autobús?","Decidir el itinerario y el número de viajeros a transportar.","Supervisar el acceso de los pasajeros al vehículo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.31"
